,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,WIN_PCT,LOSS_PCT,ADJEM
2454,Gonzaga,WCC,37,34,120.2,93.1,0.9498,57.9,44.2,16.1,17.1,33.9,28.0,38.7,30.5,57.0,42.0,40.0,33.0,65.2,7.8,E8,2.0,2015,0.918918918918919,0.08108108108108103,27.10000000000001
2455,Louisville,ACC,36,27,109.4,87.4,0.929,47.7,44.0,17.2,21.3,34.7,30.8,38.7,33.3,48.4,43.3,30.7,30.3,65.6,5.8,E8,4.0,2015,0.75,0.25,22.0
2456,Notre Dame,ACC,38,32,125.3,98.6,0.9401,58.3,47.9,14.5,17.3,27.9,32.2,36.7,24.1,58.2,47.4,39.0,32.6,63.9,8.6,E8,3.0,2015,0.8421052631578947,0.1578947368421053,26.700000000000003
2457,Kentucky,SEC,39,38,120.3,84.0,0.9842,51.5,39.6,16.3,21.3,39.5,31.8,43.9,31.7,51.2,39.1,34.9,27.1,63.5,13.1,F4,1.0,2015,0.9743589743589743,0.02564102564102566,36.3
2458,Michigan St.,B10,39,27,116.3,92.6,0.9327,53.2,44.9,17.5,16.5,33.5,27.0,32.7,39.0,50.8,43.8,38.5,31.5,63.9,3.0,F4,7.0,2015,0.6923076923076923,0.3076923076923077,23.700000000000003
2459,Abilene Christian,Slnd,28,7,90.6,111.3,0.0854,47.3,55.3,19.8,20.8,24.1,33.9,28.3,44.7,42.0,55.2,37.8,37.0,64.0,-16.8,No Seed,No Seed,2015,0.25,0.75,-20.700000000000003
2460,Air Force,MWC,29,12,105.0,110.2,0.366,53.6,53.0,19.2,20.2,29.6,32.6,30.8,35.5,53.9,51.5,35.4,36.6,61.6,-10.2,No Seed,No Seed,2015,0.41379310344827586,0.5862068965517242,-5.200000000000003
2461,Akron,MAC,34,20,103.4,97.1,0.6727,49.4,45.5,18.8,18.8,33.3,31.5,31.3,41.0,46.7,43.8,34.9,33.0,64.1,-6.9,No Seed,No Seed,2015,0.5882352941176471,0.4117647058823529,6.300000000000011
2462,Alabama,SEC,33,18,110.1,98.2,0.7881,50.7,47.4,18.7,18.9,29.6,32.0,43.7,39.5,52.3,46.5,32.2,32.6,62.8,-1.7,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,11.899999999999991
2463,Alabama A&M,SWAC,28,8,92.8,113.9,0.0867,44.7,50.5,21.9,18.3,35.2,36.4,41.6,41.3,45.4,50.7,29.1,33.3,63.5,-15.9,No Seed,No Seed,2015,0.2857142857142857,0.7142857142857143,-21.10000000000001
2464,Alabama St.,SWAC,27,17,94.4,105.2,0.2249,48.2,46.9,19.7,19.2,36.0,29.2,34.6,35.6,46.4,45.3,35.4,33.6,68.0,-7.2,No Seed,No Seed,2015,0.6296296296296297,0.37037037037037035,-10.799999999999997
2465,Alcorn St.,SWAC,30,5,91.6,118.2,0.0502,43.1,52.8,17.2,18.6,30.2,35.9,37.5,39.9,43.3,50.9,28.4,38.2,66.9,-20.6,No Seed,No Seed,2015,0.16666666666666666,0.8333333333333334,-26.60000000000001
2466,American,Pat,33,17,99.8,103.8,0.3886,53.4,51.0,19.4,21.8,21.3,31.6,34.4,33.0,51.8,50.9,37.4,34.2,57.2,-10.1,No Seed,No Seed,2015,0.5151515151515151,0.48484848484848486,-4.0
2467,Appalachian St.,SB,29,12,95.8,106.2,0.2328,45.6,50.6,20.6,17.2,31.4,29.8,33.6,37.6,44.5,51.5,31.6,32.3,65.8,-11.7,No Seed,No Seed,2015,0.41379310344827586,0.5862068965517242,-10.400000000000006
2468,Arizona St.,P12,34,18,107.9,97.1,0.7711,50.9,50.2,20.7,19.1,31.8,25.1,42.1,34.1,49.9,48.6,35.0,36.2,66.3,-3.8,No Seed,No Seed,2015,0.5294117647058824,0.47058823529411764,10.800000000000011
2469,Arkansas Little Rock,SB,30,12,102.9,108.0,0.3645,47.6,51.0,15.6,19.9,28.4,31.2,36.0,40.8,45.8,49.1,34.0,36.3,64.7,-13.1,No Seed,No Seed,2015,0.4,0.6,-5.099999999999994
2470,Arkansas Pine Bluff,SWAC,32,12,90.1,108.7,0.1035,46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,44.2,48.8,33.3,36.9,64.1,-15.1,No Seed,No Seed,2015,0.375,0.625,-18.60000000000001
2471,Arkansas St.,SB,28,10,93.5,106.2,0.188,45.3,48.3,20.0,17.6,29.7,32.7,33.0,34.7,44.1,47.6,32.0,33.1,66.0,-13.0,No Seed,No Seed,2015,0.35714285714285715,0.6428571428571428,-12.700000000000003
2472,Army,Pat,29,14,97.4,106.1,0.2739,50.0,51.0,19.1,18.9,29.7,31.5,32.0,40.7,51.1,49.9,32.2,35.8,69.9,-10.9,No Seed,No Seed,2015,0.4827586206896552,0.5172413793103448,-8.699999999999989
2473,Auburn,SEC,34,14,105.3,101.6,0.6016,46.9,52.5,18.9,21.3,27.6,34.1,48.8,41.9,43.4,53.8,35.0,33.3,67.9,-6.9,No Seed,No Seed,2015,0.4117647058823529,0.5882352941176471,3.700000000000003
2474,Austin Peay,OVC,28,6,93.1,107.1,0.1662,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,67.2,-16.7,No Seed,No Seed,2015,0.21428571428571427,0.7857142857142857,-14.0
2475,Ball St.,MAC,29,6,98.9,106.7,0.2942,48.9,52.4,21.6,18.2,29.9,28.6,35.4,42.1,47.7,51.8,33.6,35.7,64.0,-15.8,No Seed,No Seed,2015,0.20689655172413793,0.7931034482758621,-7.799999999999997
2476,Bethune Cookman,MEAC,30,9,90.4,109.4,0.1001,44.2,48.2,22.7,20.9,34.4,34.1,40.3,46.4,44.4,47.5,29.1,33.1,60.6,-18.2,No Seed,No Seed,2015,0.3,0.7,-19.0
2477,Binghamton,AE,30,5,91.4,109.2,0.1151,44.6,52.3,21.6,20.4,26.2,32.5,39.8,33.8,43.9,49.8,30.6,37.5,63.6,-19.3,No Seed,No Seed,2015,0.16666666666666666,0.8333333333333334,-17.799999999999997
2478,Boston College,ACC,32,13,108.6,99.2,0.74,50.8,49.4,18.8,18.8,26.0,30.9,35.0,40.8,52.1,49.0,32.4,33.5,63.9,-5.8,No Seed,No Seed,2015,0.40625,0.59375,9.399999999999991
2479,Boston University,Pat,29,12,103.9,109.3,0.3566,52.7,53.0,19.4,16.3,28.2,28.4,44.9,33.6,50.8,50.9,36.8,37.4,64.7,-11.9,No Seed,No Seed,2015,0.41379310344827586,0.5862068965517242,-5.3999999999999915
2480,Bowling Green,MAC,32,21,104.2,100.1,0.614,49.3,47.2,18.4,19.5,31.6,29.5,32.4,32.2,48.6,46.1,33.8,32.6,63.8,-4.2,No Seed,No Seed,2015,0.65625,0.34375,4.1000000000000085
2481,Bradley,MVC,32,8,91.9,98.1,0.322,42.3,50.3,20.4,21.9,32.0,29.0,37.8,46.2,40.7,47.2,30.1,36.9,62.4,-15.2,No Seed,No Seed,2015,0.25,0.75,-6.199999999999989
2482,Brown,Ivy,29,11,98.3,105.0,0.3178,47.0,48.5,21.6,16.4,29.8,30.5,45.0,36.4,47.2,47.0,31.1,34.7,68.2,-12.2,No Seed,No Seed,2015,0.3793103448275862,0.6206896551724138,-6.700000000000003
2483,Bryant,NEC,31,16,102.1,108.8,0.3266,48.8,48.3,18.3,16.6,29.5,32.0,32.8,35.9,46.9,48.9,34.6,31.5,63.6,-10.4,No Seed,No Seed,2015,0.5161290322580645,0.4838709677419355,-6.700000000000003
2484,Bucknell,Pat,33,18,103.2,107.1,0.3935,49.7,49.9,17.1,14.5,29.6,25.9,40.3,38.4,46.2,47.7,38.1,36.6,64.8,-8.4,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,-3.8999999999999915
2485,Cal Poly,BW,27,11,101.5,100.0,0.5427,44.1,49.3,14.8,17.3,31.9,28.2,31.5,31.3,42.5,47.3,31.6,35.6,59.2,-9.0,No Seed,No Seed,2015,0.4074074074074074,0.5925925925925926,1.5
2486,Cal St. Bakersfield,WAC,30,11,98.3,105.4,0.3097,46.0,48.3,20.1,19.0,33.4,26.9,37.7,48.7,45.0,44.4,32.0,36.6,61.1,-14.6,No Seed,No Seed,2015,0.36666666666666664,0.6333333333333333,-7.1000000000000085
2487,Cal St. Fullerton,BW,29,7,97.1,107.0,0.2464,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41.0,44.9,48.1,31.8,38.7,66.4,-15.9,No Seed,No Seed,2015,0.2413793103448276,0.7586206896551724,-9.900000000000006
2488,Cal St. Northridge,BW,31,7,99.0,107.2,0.2858,45.3,51.0,19.5,16.6,28.4,30.5,41.1,35.9,44.3,48.5,33.0,36.6,65.8,-15.8,No Seed,No Seed,2015,0.22580645161290322,0.7741935483870968,-8.200000000000003
2489,California,P12,33,18,102.6,97.0,0.6558,48.9,46.8,16.6,14.3,26.0,25.1,30.3,38.8,47.0,45.6,35.9,33.4,66.1,-3.4,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,5.599999999999994
2490,Campbell,BSth,29,7,96.0,107.8,0.2088,49.8,52.5,20.1,19.0,27.5,30.8,35.9,42.4,46.5,52.7,36.0,34.7,61.8,-17.5,No Seed,No Seed,2015,0.2413793103448276,0.7586206896551724,-11.799999999999997
2491,Canisius,MAAC,33,18,101.2,100.7,0.5153,46.6,46.9,18.4,21.5,34.0,32.3,32.0,40.7,46.1,46.1,31.8,32.2,63.9,-9.3,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,0.5
2492,Central Arkansas,Slnd,29,2,89.1,116.3,0.0447,48.8,55.0,25.6,18.3,28.0,36.7,39.3,42.5,46.5,54.4,35.3,37.6,69.9,-23.0,No Seed,No Seed,2015,0.06896551724137931,0.9310344827586207,-27.200000000000003
2493,Central Connecticut,NEC,31,5,91.3,111.3,0.0926,44.6,51.4,21.3,15.8,30.9,32.8,28.6,23.9,43.2,51.2,32.2,34.5,63.8,-21.9,No Seed,No Seed,2015,0.16129032258064516,0.8387096774193549,-20.0
2494,Central Michigan,MAC,29,20,113.2,105.1,0.7002,54.5,51.7,15.1,19.7,28.8,30.9,36.6,36.2,53.7,51.7,36.9,34.4,64.6,-2.6,No Seed,No Seed,2015,0.6896551724137931,0.31034482758620685,8.100000000000009
2495,Charleston Southern,BSth,28,16,103.9,107.4,0.4061,48.5,52.4,17.2,18.9,33.4,28.5,34.9,32.4,46.7,50.5,33.7,36.7,65.7,-6.2,No Seed,No Seed,2015,0.5714285714285714,0.4285714285714286,-3.5
2496,Charlotte,CUSA,32,14,106.2,106.4,0.4954,51.7,50.6,19.6,18.4,33.7,31.3,36.9,33.1,49.8,48.3,37.6,36.5,67.4,-10.2,No Seed,No Seed,2015,0.4375,0.5625,-0.20000000000000284
2497,Chattanooga,SC,30,20,102.4,103.3,0.4745,50.5,48.0,19.4,18.7,32.5,32.7,43.8,43.2,49.9,46.3,34.4,35.0,65.3,-4.9,No Seed,No Seed,2015,0.6666666666666666,0.33333333333333337,-0.8999999999999915
2498,Chicago St.,WAC,29,5,87.8,106.0,0.1028,42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,40.6,50.0,30.2,38.1,63.5,-17.7,No Seed,No Seed,2015,0.1724137931034483,0.8275862068965517,-18.200000000000003
2499,Clemson,ACC,31,16,104.2,92.7,0.7942,46.0,45.6,18.6,17.7,34.1,31.4,34.4,31.2,46.5,43.9,29.9,32.8,62.2,-3.0,No Seed,No Seed,2015,0.5161290322580645,0.4838709677419355,11.5
2500,Cleveland St.,Horz,32,17,105.5,100.5,0.6382,51.7,48.8,19.0,21.0,31.9,30.6,31.1,43.7,48.9,45.6,37.9,36.2,61.4,-6.8,No Seed,No Seed,2015,0.53125,0.46875,5.0
2501,Colgate,Pat,32,15,105.6,107.2,0.4564,56.0,50.7,18.8,16.5,23.7,28.4,27.4,35.1,53.8,47.8,39.5,37.8,61.2,-11.4,No Seed,No Seed,2015,0.46875,0.53125,-1.6000000000000085
2502,College of Charleston,CAA,33,9,93.7,102.7,0.2577,46.0,48.1,19.3,18.4,27.5,32.2,32.4,47.4,43.2,45.4,34.3,35.8,61.6,-17.1,No Seed,No Seed,2015,0.2727272727272727,0.7272727272727273,-9.0
2503,Colorado,P12,34,16,105.9,99.0,0.6861,48.4,48.9,19.9,16.9,34.4,27.9,40.8,33.9,47.7,46.5,33.5,35.3,65.1,-5.6,No Seed,No Seed,2015,0.47058823529411764,0.5294117647058824,6.900000000000006
2504,Colorado St.,MWC,33,26,110.0,98.4,0.7826,50.1,48.7,16.1,18.0,34.1,25.4,41.9,33.3,49.0,45.7,34.8,36.2,67.1,1.2,No Seed,No Seed,2015,0.7878787878787878,0.21212121212121215,11.599999999999994
2505,Columbia,Ivy,27,12,106.4,105.7,0.5179,51.6,47.9,19.4,16.2,32.0,29.2,28.2,38.2,49.7,47.2,35.9,33.1,60.5,-9.8,No Seed,No Seed,2015,0.4444444444444444,0.5555555555555556,0.7000000000000028
2506,Connecticut,Amer,35,20,105.3,97.4,0.7109,50.0,45.2,18.6,17.9,30.2,30.5,32.3,32.6,48.4,42.8,35.4,33.2,62.5,-3.3,No Seed,No Seed,2015,0.5714285714285714,0.4285714285714286,7.8999999999999915
2507,Coppin St.,MEAC,30,7,97.0,115.7,0.1163,47.0,54.5,18.4,19.3,25.3,38.1,30.5,42.4,42.4,53.2,35.3,38.4,74.3,-16.6,No Seed,No Seed,2015,0.23333333333333334,0.7666666666666666,-18.700000000000003
2508,Cornell,Ivy,29,12,93.9,98.1,0.3746,44.6,45.7,19.0,19.3,23.1,30.0,39.3,41.5,44.1,43.2,30.3,33.3,65.2,-11.2,No Seed,No Seed,2015,0.41379310344827586,0.5862068965517242,-4.199999999999989
2509,Creighton,BE,33,14,109.6,99.8,0.745,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,47.6,46.9,34.6,38.0,63.1,-5.8,No Seed,No Seed,2015,0.42424242424242425,0.5757575757575757,9.799999999999997
2510,Dartmouth,Ivy,29,14,98.8,102.1,0.4061,49.2,49.9,20.3,21.2,30.9,28.5,35.7,42.7,47.9,47.8,34.6,35.4,63.6,-9.1,No Seed,No Seed,2015,0.4827586206896552,0.5172413793103448,-3.299999999999997
2511,Delaware,CAA,30,10,99.1,107.3,0.2855,47.1,50.0,18.4,15.6,28.8,31.5,38.1,33.2,44.5,46.7,34.5,37.0,65.8,-14.0,No Seed,No Seed,2015,0.3333333333333333,0.6666666666666667,-8.200000000000003
2512,Delaware St.,MEAC,34,16,99.3,110.0,0.2364,47.7,48.8,19.7,16.4,31.8,31.8,31.5,36.0,44.8,48.0,35.0,33.5,67.4,-10.7,No Seed,No Seed,2015,0.47058823529411764,0.5294117647058824,-10.700000000000003
2513,Denver,Sum,30,12,103.5,107.5,0.3943,56.2,52.9,19.1,20.4,19.3,29.6,31.2,51.2,55.5,51.7,38.0,37.1,57.9,-12.5,No Seed,No Seed,2015,0.4,0.6,-4.0
2514,DePaul,BE,32,12,107.5,103.8,0.5972,50.7,50.8,19.8,18.8,27.4,35.5,36.5,48.7,49.2,52.7,35.2,31.2,67.7,-7.4,No Seed,No Seed,2015,0.375,0.625,3.700000000000003
2515,Detroit,Horz,31,13,101.1,103.6,0.4304,49.7,52.0,19.3,21.2,29.4,29.8,32.4,48.3,46.3,53.0,37.9,33.7,68.0,-10.3,No Seed,No Seed,2015,0.41935483870967744,0.5806451612903225,-2.5
2516,Drake,MVC,30,8,104.0,110.9,0.3239,52.1,54.9,22.3,16.9,23.3,32.0,34.0,30.5,47.4,53.2,40.6,38.5,59.5,-13.2,No Seed,No Seed,2015,0.26666666666666666,0.7333333333333334,-6.900000000000006
2517,Drexel,CAA,29,11,98.2,104.1,0.3396,45.0,50.1,17.0,18.5,27.5,31.2,33.1,35.7,42.6,49.0,33.0,35.1,61.2,-12.5,No Seed,No Seed,2015,0.3793103448275862,0.6206896551724138,-5.8999999999999915
2518,Duquesne,A10,30,11,107.0,111.7,0.379,51.2,51.7,18.3,16.0,31.7,33.3,32.5,33.8,49.5,47.7,36.2,38.5,67.6,-11.3,No Seed,No Seed,2015,0.36666666666666664,0.6333333333333333,-4.700000000000003
2519,East Carolina,Amer,31,12,102.2,106.1,0.393,48.4,50.9,18.0,19.2,28.2,34.7,29.9,34.1,45.2,53.0,35.6,31.6,61.9,-10.8,No Seed,No Seed,2015,0.3870967741935484,0.6129032258064516,-3.8999999999999915
2520,East Tennessee St.,SC,28,14,101.1,104.5,0.4069,49.8,51.3,18.7,21.4,29.6,33.0,39.8,42.3,45.5,49.5,36.7,35.8,67.9,-9.0,No Seed,No Seed,2015,0.5,0.5,-3.4000000000000057
2521,Eastern Illinois,OVC,31,16,97.7,104.9,0.3043,51.0,48.8,19.0,18.9,23.4,34.3,33.4,31.4,47.8,47.2,37.4,34.4,63.4,-8.2,No Seed,No Seed,2015,0.5161290322580645,0.4838709677419355,-7.200000000000003
2522,Eastern Kentucky,OVC,31,19,103.4,101.8,0.5439,53.9,53.5,17.9,26.9,21.6,34.8,32.2,35.0,54.9,49.9,35.1,39.2,64.0,-5.5,No Seed,No Seed,2015,0.6129032258064516,0.3870967741935484,1.6000000000000085
2523,Eastern Michigan,MAC,31,17,99.4,97.4,0.5591,46.9,46.2,17.8,21.5,30.2,33.7,41.5,42.5,46.7,44.0,31.4,33.1,66.3,-6.3,No Seed,No Seed,2015,0.5483870967741935,0.4516129032258065,2.0
2524,Elon,CAA,31,13,96.2,105.2,0.2641,47.5,51.3,19.0,21.2,27.9,31.9,37.6,44.1,45.1,50.6,34.5,35.0,68.5,-12.6,No Seed,No Seed,2015,0.41935483870967744,0.5806451612903225,-9.0
2525,Evansville,MVC,35,23,104.0,99.7,0.6211,52.1,49.4,19.3,19.9,25.8,28.0,44.3,31.4,51.8,47.5,35.4,35.5,66.4,-4.7,No Seed,No Seed,2015,0.6571428571428571,0.34285714285714286,4.299999999999997
2526,Fairfield,MAAC,31,7,93.7,104.5,0.2203,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,62.1,-18.5,No Seed,No Seed,2015,0.22580645161290322,0.7741935483870968,-10.799999999999997
2527,Fairleigh Dickinson,NEC,28,7,95.0,111.4,0.1376,46.5,52.3,18.6,23.2,27.6,40.4,34.2,51.8,45.5,52.5,32.1,34.7,67.5,-16.4,No Seed,No Seed,2015,0.25,0.75,-16.400000000000006
2528,FIU,CUSA,31,14,94.0,102.6,0.2669,48.2,48.0,22.6,19.2,29.0,31.9,37.4,36.6,48.6,46.4,31.3,33.7,65.1,-11.5,No Seed,No Seed,2015,0.45161290322580644,0.5483870967741935,-8.599999999999994
2529,Florida,SEC,33,16,105.8,89.4,0.8746,49.6,46.0,19.6,21.6,31.7,29.1,31.4,37.8,50.3,44.6,32.4,32.8,62.7,-2.9,No Seed,No Seed,2015,0.48484848484848486,0.5151515151515151,16.39999999999999
2530,Florida A&M,MEAC,29,2,83.6,116.0,0.0226,41.3,53.5,21.8,18.5,26.8,35.5,37.8,34.9,40.9,54.0,28.3,35.1,66.3,-23.2,No Seed,No Seed,2015,0.06896551724137931,0.9310344827586207,-32.400000000000006
2531,Florida Atlantic,CUSA,27,7,97.0,108.0,0.2239,48.2,49.9,19.5,16.7,26.0,31.5,27.8,37.6,45.6,51.3,34.9,29.9,64.4,-15.0,No Seed,No Seed,2015,0.25925925925925924,0.7407407407407407,-11.0
2532,Florida Gulf Coast,ASun,30,19,99.4,102.0,0.4261,48.2,45.3,17.7,17.3,34.4,32.1,33.1,34.6,47.0,45.8,33.9,29.6,64.8,-5.1,No Seed,No Seed,2015,0.6333333333333333,0.3666666666666667,-2.5999999999999943
2533,Florida St.,ACC,33,17,104.1,96.2,0.7105,50.1,47.3,21.9,18.0,31.8,31.9,46.9,37.9,51.4,46.5,31.3,32.5,66.6,-3.3,No Seed,No Seed,2015,0.5151515151515151,0.48484848484848486,7.8999999999999915
2534,Fordham,A10,30,9,101.0,103.0,0.445,46.7,50.2,22.2,18.7,33.4,29.5,33.1,41.7,47.8,49.6,29.8,34.1,65.9,-12.3,No Seed,No Seed,2015,0.3,0.7,-2.0
2535,Fresno St.,MWC,30,13,100.6,103.8,0.4111,47.1,49.4,17.2,20.3,25.9,32.7,38.8,44.3,47.2,48.0,31.3,34.8,65.3,-9.4,No Seed,No Seed,2015,0.43333333333333335,0.5666666666666667,-3.200000000000003
2536,Furman,SC,31,9,97.6,109.5,0.2099,49.0,52.3,21.1,16.5,29.5,32.3,44.1,36.5,48.9,51.3,32.8,36.0,62.8,-16.2,No Seed,No Seed,2015,0.2903225806451613,0.7096774193548387,-11.900000000000006
2537,Gardner Webb,BSth,31,16,105.2,109.8,0.3783,51.0,53.4,17.4,17.1,29.8,31.8,37.7,29.1,50.4,51.9,34.6,37.8,68.0,-7.7,No Seed,No Seed,2015,0.5161290322580645,0.4838709677419355,-4.599999999999994
2538,George Mason,A10,30,8,101.2,103.8,0.4276,45.5,50.0,21.9,18.5,35.9,30.4,41.1,44.7,44.9,48.4,31.6,35.3,65.0,-12.6,No Seed,No Seed,2015,0.26666666666666666,0.7333333333333334,-2.5999999999999943
2539,George Washington,A10,35,22,107.2,96.2,0.7755,48.9,45.9,18.7,18.3,35.5,30.9,39.9,28.9,47.3,44.9,35.2,31.9,62.7,-2.3,No Seed,No Seed,2015,0.6285714285714286,0.37142857142857144,11.0
2540,Georgia Southern,SB,28,19,98.2,97.5,0.5203,47.3,46.2,18.3,22.0,32.6,32.2,36.2,32.7,47.5,45.9,31.4,31.2,63.8,-4.6,No Seed,No Seed,2015,0.6785714285714286,0.3214285714285714,0.7000000000000028
2541,Georgia Tech,ACC,31,12,102.1,92.9,0.7463,44.4,49.2,19.6,18.0,38.7,25.8,31.1,33.8,46.1,49.9,26.7,31.9,64.2,-6.1,No Seed,No Seed,2015,0.3870967741935484,0.6129032258064516,9.199999999999989
2542,Grambling St.,SWAC,27,0,76.7,117.0,0.0077,39.4,52.2,26.1,16.9,28.9,36.4,39.6,38.7,38.4,54.3,28.3,32.1,65.5,-22.3,No Seed,No Seed,2015,0.0,1.0,-40.3
2543,Grand Canyon,WAC,30,15,104.1,112.9,0.2831,50.4,49.6,17.1,16.3,26.8,33.9,40.1,36.1,50.2,49.3,33.7,33.6,65.0,-9.7,No Seed,No Seed,2015,0.5,0.5,-8.800000000000011
2544,Green Bay,Horz,31,22,102.6,93.3,0.7475,49.3,46.0,18.5,20.8,33.3,29.4,39.3,39.8,51.8,44.0,28.3,33.7,65.4,-1.1,No Seed,No Seed,2015,0.7096774193548387,0.29032258064516125,9.299999999999997
2545,Hartford,AE,29,13,95.2,105.4,0.2371,47.3,50.4,19.0,20.9,25.3,29.5,29.8,42.1,46.0,52.0,32.5,31.6,63.8,-11.2,No Seed,No Seed,2015,0.4482758620689655,0.5517241379310345,-10.200000000000003
2546,Hawaii,BW,33,20,104.2,98.1,0.6685,49.3,47.6,18.7,23.4,32.2,34.4,36.7,42.0,49.3,45.2,32.8,34.8,69.6,-6.2,No Seed,No Seed,2015,0.6060606060606061,0.3939393939393939,6.1000000000000085
2547,High Point,BSth,30,20,104.5,104.9,0.4898,51.9,51.3,17.5,19.8,30.6,31.5,34.1,31.5,49.3,49.8,38.6,35.8,62.8,-3.9,No Seed,No Seed,2015,0.6666666666666666,0.33333333333333337,-0.4000000000000057
2548,Hofstra,CAA,34,20,108.7,104.6,0.6094,52.3,49.5,16.0,19.6,32.7,28.4,39.8,38.7,50.9,48.8,36.2,33.9,69.4,-8.3,No Seed,No Seed,2015,0.5882352941176471,0.4117647058823529,4.1000000000000085
2549,Holy Cross,Pat,29,13,99.6,105.8,0.3317,47.2,53.2,17.0,21.6,29.6,29.7,34.9,41.3,45.4,51.7,33.7,37.5,64.0,-11.3,No Seed,No Seed,2015,0.4482758620689655,0.5517241379310345,-6.200000000000003
2550,Houston,Amer,32,13,100.9,102.3,0.4593,46.5,49.1,20.5,19.9,33.6,33.7,31.5,33.2,45.2,48.4,32.0,33.7,64.6,-11.6,No Seed,No Seed,2015,0.40625,0.59375,-1.3999999999999915
2551,Houston Baptist,Slnd,24,8,98.6,115.7,0.1377,47.4,52.8,21.4,17.2,37.6,31.5,39.4,43.7,47.5,51.0,31.5,37.9,66.7,-12.0,No Seed,No Seed,2015,0.3333333333333333,0.6666666666666667,-17.10000000000001
2552,Howard,MEAC,29,13,90.8,100.7,0.2332,46.2,45.7,25.0,21.4,33.5,34.6,43.4,40.1,47.4,44.8,28.9,31.4,63.1,-11.6,No Seed,No Seed,2015,0.4482758620689655,0.5517241379310345,-9.900000000000006
2553,Idaho,BSky,28,11,104.7,110.8,0.3432,53.4,53.6,17.5,15.4,30.7,27.0,38.6,41.5,49.2,53.0,41.0,36.3,67.9,-13.0,No Seed,No Seed,2015,0.39285714285714285,0.6071428571428572,-6.099999999999994
2554,Idaho St.,BSky,28,5,96.2,109.9,0.1767,48.1,52.0,18.7,18.7,29.9,32.2,37.0,34.8,46.6,49.3,34.9,37.0,63.9,-19.2,No Seed,No Seed,2015,0.17857142857142858,0.8214285714285714,-13.700000000000003
2555,Illinois,B10,33,19,107.1,94.4,0.8103,47.6,48.0,15.2,19.7,30.2,28.0,31.2,30.4,44.4,47.3,35.5,32.9,65.6,-0.6,No Seed,No Seed,2015,0.5757575757575758,0.4242424242424242,12.699999999999989
2556,Illinois Chicago,Horz,32,8,99.2,109.4,0.2449,43.6,54.4,17.4,18.0,30.8,28.5,40.0,39.0,41.5,51.9,31.8,40.3,65.4,-16.8,No Seed,No Seed,2015,0.25,0.75,-10.200000000000003
2557,Illinois St.,MVC,34,21,106.2,94.5,0.7929,48.4,47.0,19.9,20.5,36.2,29.3,34.8,40.3,46.8,45.9,34.4,32.8,65.4,-2.8,No Seed,No Seed,2015,0.6176470588235294,0.38235294117647056,11.700000000000003
2558,Incarnate Word,Slnd,25,14,104.1,111.9,0.3028,52.0,51.4,15.7,17.9,25.7,31.5,45.3,39.6,51.8,50.6,35.0,35.5,67.7,-6.0,No Seed,No Seed,2015,0.56,0.43999999999999995,-7.800000000000011
2559,Indiana St.,MVC,30,14,100.5,100.4,0.503,49.4,48.6,20.9,20.8,26.4,31.7,42.3,37.6,46.6,44.7,35.7,38.6,67.3,-8.2,No Seed,No Seed,2015,0.4666666666666667,0.5333333333333333,0.09999999999999432
2560,Iona,MAAC,35,26,110.9,105.7,0.6343,54.7,48.1,17.2,16.7,28.7,33.2,37.4,28.5,51.3,45.7,39.6,35.5,70.4,-2.1,No Seed,No Seed,2015,0.7428571428571429,0.2571428571428571,5.200000000000003
2561,IPFW,Sum,28,13,104.5,107.5,0.418,53.3,51.3,18.7,16.0,25.1,26.6,41.1,27.7,52.6,49.9,36.3,36.0,65.0,-9.2,No Seed,No Seed,2015,0.4642857142857143,0.5357142857142857,-3.0
2562,IUPUI,Sum,31,10,92.4,101.2,0.258,46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,47.3,48.5,29.6,38.3,64.1,-14.5,No Seed,No Seed,2015,0.3225806451612903,0.6774193548387097,-8.799999999999997
2563,Jackson St.,SWAC,32,11,88.6,102.5,0.1581,42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,43.7,47.2,27.4,34.1,64.2,-16.9,No Seed,No Seed,2015,0.34375,0.65625,-13.900000000000006
2564,Jacksonville,ASun,29,7,95.6,114.9,0.1067,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,64.0,-17.6,No Seed,No Seed,2015,0.2413793103448276,0.7586206896551724,-19.30000000000001
