,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,WIN_PCT,LOSS_PCT,ADJEM
113,Houston Baptist,Slnd,30,13,100.2,112.8,0.2027,50.5,50.9,21.1,16.7,29.6,31.9,44.9,36.7,49.3,49.1,35.5,36.3,71.1,-10.8,No Seed,No Seed,2016,0.43333333333333335,0.5666666666666667,-12.599999999999994
114,Howard,MEAC,30,10,92.2,108.8,0.1289,43.6,49.2,20.3,18.9,32.6,35.8,48.5,36.6,43.4,48.6,29.5,33.5,71.5,-16.1,No Seed,No Seed,2016,0.3333333333333333,0.6666666666666667,-16.599999999999994
115,Idaho,BSky,32,19,98.3,102.8,0.3743,48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,46.1,48.1,36.3,34.3,66.7,-7.6,No Seed,No Seed,2016,0.59375,0.40625,-4.5
116,Idaho St.,BSky,29,14,98.4,107.8,0.2612,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48.0,52.2,35.7,34.0,71.0,-10.9,No Seed,No Seed,2016,0.4827586206896552,0.5172413793103448,-9.399999999999991
117,Illinois,B10,34,15,105.5,102.0,0.5959,50.2,53.6,14.9,19.0,21.5,28.1,30.5,26.5,47.5,51.0,36.3,38.6,69.0,-7.2,No Seed,No Seed,2016,0.4411764705882353,0.5588235294117647,3.5
118,Illinois Chicago,Horz,28,3,89.7,105.7,0.1308,41.5,49.3,21.1,15.7,31.9,30.7,43.2,39.6,40.3,46.6,30.4,36.4,72.2,-19.6,No Seed,No Seed,2016,0.10714285714285714,0.8928571428571429,-16.0
119,Illinois St.,MVC,31,17,103.3,98.0,0.646,47.7,48.4,18.5,20.5,30.0,28.2,30.9,38.4,46.2,48.7,33.3,31.9,68.3,-5.5,No Seed,No Seed,2016,0.5483870967741935,0.4516129032258065,5.299999999999997
120,Incarnate Word,Slnd,25,14,99.6,110.7,0.2274,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,68.3,-6.3,No Seed,No Seed,2016,0.56,0.43999999999999995,-11.100000000000009
121,Indiana,B10,35,27,121.3,98.4,0.9168,58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,56.1,49.0,41.6,34.3,69.5,3.2,S16,5.0,2016,0.7714285714285715,0.22857142857142854,22.89999999999999
122,Indiana St.,MVC,31,14,97.3,99.3,0.4422,44.7,47.2,18.6,17.8,27.3,25.8,41.5,43.9,44.7,46.5,29.9,32.4,71.2,-8.9,No Seed,No Seed,2016,0.45161290322580644,0.5483870967741935,-2.0
123,Iona,MAAC,33,22,109.1,102.1,0.6822,53.8,48.8,17.6,19.2,29.2,31.0,32.4,36.3,52.5,46.0,37.0,35.8,72.6,-3.6,R64,13.0,2016,0.6666666666666666,0.33333333333333337,7.0
124,Iowa,B10,33,22,114.4,95.8,0.8853,51.3,48.0,14.8,18.8,31.9,31.3,33.0,25.0,48.7,48.7,37.4,31.3,69.8,2.0,R32,7.0,2016,0.6666666666666666,0.33333333333333337,18.60000000000001
125,Iowa St.,B12,35,23,121.4,98.6,0.9162,57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,56.7,49.5,38.7,33.5,72.3,3.6,S16,3.0,2016,0.6571428571428571,0.34285714285714286,22.80000000000001
126,IPFW,Sum,32,22,110.4,108.4,0.5522,54.0,52.9,17.3,15.7,28.1,26.5,33.4,30.0,49.0,50.2,40.3,38.7,70.3,-2.7,No Seed,No Seed,2016,0.6875,0.3125,2.0
127,IUPUI,Sum,31,12,97.8,102.1,0.3794,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-11.0,No Seed,No Seed,2016,0.3870967741935484,0.6129032258064516,-4.299999999999997
128,Jackson St.,SWAC,34,18,94.1,101.1,0.3056,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,68.2,-10.7,No Seed,No Seed,2016,0.5294117647058824,0.47058823529411764,-7.0
129,Jacksonville,ASun,28,12,100.3,108.4,0.2895,49.7,53.6,15.4,17.4,27.0,26.1,31.4,33.5,45.0,52.7,38.9,36.6,71.3,-11.7,No Seed,No Seed,2016,0.42857142857142855,0.5714285714285714,-8.100000000000009
130,Jacksonville St.,OVC,29,7,96.9,108.7,0.2098,46.6,52.0,16.3,18.6,27.0,34.1,30.9,42.6,43.2,53.0,34.5,33.3,66.0,-18.0,No Seed,No Seed,2016,0.2413793103448276,0.7586206896551724,-11.799999999999997
131,James Madison,CAA,31,20,106.0,98.7,0.6935,51.6,45.5,17.2,15.4,29.5,27.0,37.0,37.0,50.9,47.3,35.0,28.7,67.7,-4.3,No Seed,No Seed,2016,0.6451612903225806,0.3548387096774194,7.299999999999997
132,Kansas,B12,37,32,120.9,90.4,0.9662,55.7,45.1,17.8,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,70.1,11.6,E8,1.0,2016,0.8648648648648649,0.1351351351351351,30.5
133,Kansas St.,B12,33,17,108.5,93.8,0.8431,47.6,49.0,20.3,20.8,37.0,31.0,42.5,40.4,48.7,50.4,30.0,31.0,67.6,-1.3,No Seed,No Seed,2016,0.5151515151515151,0.48484848484848486,14.700000000000003
134,Kennesaw St.,ASun,29,9,100.7,107.9,0.3109,48.7,53.2,18.5,18.0,28.3,34.6,33.5,39.0,47.2,54.0,35.1,34.5,69.7,-13.0,No Seed,No Seed,2016,0.3103448275862069,0.6896551724137931,-7.200000000000003
135,Kent St.,MAC,31,18,105.4,106.8,0.4623,49.0,51.0,17.5,16.8,34.1,28.0,40.0,35.1,49.0,49.5,32.8,35.9,68.2,-7.0,No Seed,No Seed,2016,0.5806451612903226,0.4193548387096774,-1.3999999999999915
136,Kentucky,SEC,36,27,123.2,95.1,0.9517,53.5,44.5,16.2,18.0,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5.0,R32,4.0,2016,0.75,0.25,28.10000000000001
137,La Salle,A10,30,8,99.2,105.3,0.3358,47.7,53.3,18.8,19.1,24.9,34.3,30.9,34.9,45.4,51.1,33.6,38.1,67.0,-12.6,No Seed,No Seed,2016,0.26666666666666666,0.7333333333333334,-6.099999999999994
138,Lafayette,Pat,30,6,99.0,114.4,0.1606,50.5,52.9,18.2,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,70.5,-19.4,No Seed,No Seed,2016,0.2,0.8,-15.400000000000006
139,Lamar,Slnd,26,7,95.3,112.8,0.1254,47.4,52.0,20.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,72.8,-15.9,No Seed,No Seed,2016,0.2692307692307692,0.7307692307692308,-17.5
140,Lehigh,Pat,31,16,104.1,105.0,0.4747,52.1,51.1,19.3,18.6,29.1,29.3,31.7,28.8,48.5,48.8,39.3,36.4,68.8,-9.6,No Seed,No Seed,2016,0.5161290322580645,0.4838709677419355,-0.9000000000000057
141,Liberty,BSth,29,10,97.9,110.8,0.194,53.1,53.0,21.3,18.1,21.0,29.5,25.5,43.6,52.0,52.1,36.1,36.4,63.9,-14.0,No Seed,No Seed,2016,0.3448275862068966,0.6551724137931034,-12.899999999999991
142,Lipscomb,ASun,31,10,101.5,109.1,0.3032,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37.0,73.9,-16.0,No Seed,No Seed,2016,0.3225806451612903,0.6774193548387097,-7.599999999999994
143,LIU Brooklyn,NEC,31,16,100.2,111.3,0.23,47.9,50.9,18.4,19.7,32.2,31.1,41.4,38.0,49.5,48.8,29.7,37.0,73.0,-12.5,No Seed,No Seed,2016,0.5161290322580645,0.4838709677419355,-11.099999999999994
144,Long Beach St.,BW,33,18,108.0,99.8,0.711,49.7,51.1,17.4,19.8,27.7,30.6,37.6,38.7,46.4,50.3,36.7,35.0,70.9,-3.0,No Seed,No Seed,2016,0.5454545454545454,0.4545454545454546,8.200000000000003
145,Longwood,BSth,30,7,99.2,113.9,0.1695,50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,49.8,51.6,34.9,38.2,70.0,-18.6,No Seed,No Seed,2016,0.23333333333333334,0.7666666666666666,-14.700000000000003
146,Louisiana Lafayette,SB,32,17,108.9,105.2,0.6003,48.8,49.9,17.5,16.5,37.7,26.4,42.2,35.5,49.9,47.0,31.1,37.8,71.3,-7.5,No Seed,No Seed,2016,0.53125,0.46875,3.700000000000003
147,Louisiana Monroe,SB,32,18,106.9,102.2,0.6266,50.6,47.5,18.2,17.0,31.5,31.6,32.2,33.0,50.0,46.6,34.5,32.7,66.6,-6.3,No Seed,No Seed,2016,0.5625,0.4375,4.700000000000003
148,Louisiana Tech,CUSA,31,21,102.7,102.8,0.4979,51.3,49.2,16.9,19.0,28.8,29.0,43.0,34.1,52.0,49.7,33.3,32.0,72.5,-4.3,No Seed,No Seed,2016,0.6774193548387096,0.32258064516129037,-0.09999999999999432
149,Louisville,ACC,31,23,111.5,89.6,0.925,51.9,44.7,17.1,21.6,38.5,29.2,31.8,40.5,51.9,42.8,34.7,32.1,67.2,4.3,No Seed,No Seed,2016,0.7419354838709677,0.25806451612903225,21.900000000000006
150,Loyola Chicago,MVC,31,14,100.3,100.2,0.5024,48.3,49.6,18.9,22.2,22.5,30.6,32.5,36.4,45.9,48.2,35.3,34.9,65.7,-9.3,No Seed,No Seed,2016,0.45161290322580644,0.5483870967741935,0.09999999999999432
151,Loyola Marymount,WCC,30,13,103.5,106.6,0.4174,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,68.4,-9.0,No Seed,No Seed,2016,0.43333333333333335,0.5666666666666667,-3.0999999999999943
152,Loyola MD,Pat,30,9,100.7,111.1,0.2433,47.7,52.0,18.9,17.0,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,68.0,-16.2,No Seed,No Seed,2016,0.3,0.7,-10.399999999999991
153,LSU,SEC,33,19,111.8,100.5,0.7743,51.1,51.8,16.2,18.8,29.8,29.9,43.0,33.4,52.0,51.3,32.7,35.0,72.9,-1.8,No Seed,No Seed,2016,0.5757575757575758,0.4242424242424242,11.299999999999997
154,Maine,AE,30,8,94.5,113.6,0.1081,49.2,55.5,20.8,21.0,27.9,32.3,32.0,38.0,48.3,55.6,33.9,36.9,77.8,-17.4,No Seed,No Seed,2016,0.26666666666666666,0.7333333333333334,-19.099999999999994
155,Manhattan,MAAC,31,13,98.4,105.5,0.3108,50.1,52.2,20.5,22.6,23.5,32.5,39.8,46.8,47.6,52.9,36.1,33.7,68.8,-12.6,No Seed,No Seed,2016,0.41935483870967744,0.5806451612903225,-7.099999999999994
156,Marist,MAAC,30,7,100.7,116.0,0.1641,49.4,53.6,17.3,16.9,24.3,32.0,35.9,36.6,48.1,51.6,34.2,38.2,68.9,-18.8,No Seed,No Seed,2016,0.23333333333333334,0.7666666666666666,-15.299999999999997
157,Marquette,BE,33,20,108.9,98.5,0.7601,52.0,48.7,20.0,19.0,28.1,30.7,40.5,28.0,52.4,47.2,33.9,34.3,71.3,-1.0,No Seed,No Seed,2016,0.6060606060606061,0.3939393939393939,10.400000000000006
158,Marshall,CUSA,33,17,109.8,107.3,0.564,54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,57.2,50.7,33.7,37.4,78.0,-8.7,No Seed,No Seed,2016,0.5151515151515151,0.48484848484848486,2.5
159,Maryland,B10,35,26,114.9,96.3,0.8839,55.2,46.5,18.9,16.4,29.1,29.9,37.0,27.0,55.8,45.5,36.2,32.1,67.9,4.0,S16,5.0,2016,0.7428571428571429,0.2571428571428571,18.60000000000001
160,Maryland Eastern Shore,MEAC,31,9,97.7,112.9,0.1604,49.2,53.0,23.0,18.8,31.4,29.7,37.3,49.5,49.5,53.0,32.4,35.3,68.3,-15.5,No Seed,No Seed,2016,0.2903225806451613,0.7096774193548387,-15.200000000000003
161,Massachusetts,A10,32,14,102.1,100.7,0.5394,49.1,48.3,17.5,17.1,25.9,30.4,36.5,40.2,48.8,49.0,33.0,31.3,71.6,-8.7,No Seed,No Seed,2016,0.4375,0.5625,1.3999999999999915
162,McNeese St.,Slnd,26,7,97.0,114.5,0.1298,46.7,52.3,17.7,16.1,28.1,33.0,36.2,37.7,44.9,50.8,33.2,37.3,69.3,-14.1,No Seed,No Seed,2016,0.2692307692307692,0.7307692307692308,-17.5
163,Memphis,Amer,34,19,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,No Seed,No Seed,2016,0.5588235294117647,0.4411764705882353,9.5
164,Mercer,SC,32,16,104.3,107.3,0.4198,49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,47.9,45.4,35.2,36.1,64.3,-10.5,No Seed,No Seed,2016,0.5,0.5,-3.0
165,Miami FL,ACC,35,27,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,S16,3.0,2016,0.7714285714285715,0.22857142857142854,22.900000000000006
166,Miami OH,MAC,32,12,96.4,103.6,0.3055,45.3,51.2,18.5,20.8,27.9,31.2,36.1,38.6,44.8,49.2,30.8,35.9,65.3,-13.4,No Seed,No Seed,2016,0.375,0.625,-7.199999999999989
167,Michigan,B10,35,22,113.4,99.4,0.82,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27.0,52.6,51.1,38.0,34.7,66.3,0.8,R64,11.0,2016,0.6285714285714286,0.37142857142857144,14.0
168,Michigan St.,B10,35,29,122.5,96.0,0.9428,56.3,43.3,17.6,14.2,37.1,24.3,30.0,34.1,51.4,41.7,43.4,31.0,67.6,7.2,R64,2.0,2016,0.8285714285714286,0.17142857142857137,26.5
169,Middle Tennessee,CUSA,33,23,103.9,99.5,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.5,-3.2,R32,15.0,2016,0.696969696969697,0.303030303030303,4.400000000000006
170,Milwaukee,Horz,31,18,111.1,106.4,0.6222,52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,51.9,48.7,35.9,38.3,67.1,-6.7,No Seed,No Seed,2016,0.5806451612903226,0.4193548387096774,4.699999999999989
171,Minnesota,B10,31,8,99.6,102.9,0.4079,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31.0,38.2,69.4,-12.8,No Seed,No Seed,2016,0.25806451612903225,0.7419354838709677,-3.3000000000000114
172,Mississippi,SEC,32,20,111.0,100.6,0.7556,48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,46.5,47.4,33.8,35.5,69.4,-1.4,No Seed,No Seed,2016,0.625,0.375,10.400000000000006
173,Mississippi St.,SEC,31,14,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,No Seed,No Seed,2016,0.45161290322580644,0.5483870967741935,9.600000000000009
174,Mississippi Valley St.,SWAC,35,8,90.2,111.0,0.0844,43.0,51.0,18.5,19.4,27.1,34.6,31.3,35.2,42.0,54.5,30.3,30.3,72.2,-21.6,No Seed,No Seed,2016,0.22857142857142856,0.7714285714285715,-20.799999999999997
175,Missouri,SEC,31,10,102.9,102.6,0.5088,47.2,49.0,18.0,16.0,26.8,29.8,39.6,40.8,47.6,48.0,31.0,33.6,68.9,-9.5,No Seed,No Seed,2016,0.3225806451612903,0.6774193548387097,0.30000000000001137
176,Missouri St.,MVC,31,12,100.1,104.8,0.3708,46.1,51.5,18.6,17.6,28.0,28.1,39.3,34.1,45.3,49.1,32.0,37.2,69.8,-10.6,No Seed,No Seed,2016,0.3870967741935484,0.6129032258064516,-4.700000000000003
177,Monmouth,MAAC,36,28,105.7,98.1,0.7016,49.9,46.1,16.5,20.1,28.6,30.7,38.4,37.2,47.2,45.3,36.6,31.4,73.6,-0.2,No Seed,No Seed,2016,0.7777777777777778,0.2222222222222222,7.6000000000000085
178,Montana,BSky,30,18,105.5,104.2,0.5345,53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,51.8,49.5,37.3,33.0,66.1,-5.7,No Seed,No Seed,2016,0.6,0.4,1.2999999999999972
179,Montana St.,BSky,30,13,106.4,111.6,0.3654,50.8,53.9,17.3,16.9,33.0,27.5,30.7,46.3,47.2,53.4,37.2,36.5,69.3,-12.3,No Seed,No Seed,2016,0.43333333333333335,0.5666666666666667,-5.199999999999989
180,Morehead St.,OVC,35,21,105.0,103.2,0.5514,48.0,50.6,18.6,21.4,38.6,29.0,35.3,53.7,45.8,49.0,36.2,35.7,66.3,-6.4,No Seed,No Seed,2016,0.6,0.4,1.7999999999999972
181,Morgan St.,MEAC,30,8,93.9,107.1,0.1804,44.0,50.7,16.7,20.8,30.4,33.9,35.8,38.5,43.6,52.5,30.1,31.2,70.0,-17.4,No Seed,No Seed,2016,0.26666666666666666,0.7333333333333334,-13.199999999999989
182,Mount St. Mary's,NEC,33,14,92.1,100.9,0.2579,45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,69.8,-13.9,No Seed,No Seed,2016,0.42424242424242425,0.5757575757575757,-8.800000000000011
183,Murray St.,OVC,29,15,106.8,105.1,0.5455,51.6,52.2,17.8,19.2,28.7,26.2,34.1,40.8,50.1,51.1,36.1,36.1,65.3,-9.0,No Seed,No Seed,2016,0.5172413793103449,0.48275862068965514,1.7000000000000028
184,Navy,Pat,32,18,98.8,102.2,0.4044,49.5,48.9,19.9,20.3,32.6,27.2,42.8,39.4,50.8,45.9,30.5,35.4,65.7,-10.0,No Seed,No Seed,2016,0.5625,0.4375,-3.4000000000000057
185,Nebraska,B10,34,16,109.0,100.7,0.7133,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,68.2,-5.5,No Seed,No Seed,2016,0.47058823529411764,0.5294117647058824,8.299999999999997
186,Nebraska Omaha,Sum,30,16,108.1,107.8,0.5084,51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,52.6,52.7,33.6,35.9,77.2,-7.6,No Seed,No Seed,2016,0.5333333333333333,0.4666666666666667,0.29999999999999716
187,Nevada,MWC,36,22,100.8,97.7,0.5864,45.5,46.1,17.6,17.3,30.7,30.3,43.2,39.6,46.3,44.9,29.1,32.3,72.2,-5.1,No Seed,No Seed,2016,0.6111111111111112,0.38888888888888884,3.0999999999999943
188,New Hampshire,AE,31,18,98.7,104.5,0.3402,46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,45.0,48.6,33.2,35.3,68.1,-7.6,No Seed,No Seed,2016,0.5806451612903226,0.4193548387096774,-5.799999999999997
189,New Mexico,MWC,32,17,108.2,101.3,0.6809,52.0,48.5,21.0,17.0,30.5,28.6,43.9,37.1,51.0,48.4,36.3,32.5,71.8,-6.8,No Seed,No Seed,2016,0.53125,0.46875,6.900000000000006
190,New Mexico St.,WAC,32,21,101.3,95.9,0.6525,50.2,44.8,20.2,16.2,36.0,25.1,36.9,28.4,50.7,42.3,32.5,33.5,66.4,-4.1,No Seed,No Seed,2016,0.65625,0.34375,5.3999999999999915
191,New Orleans,Slnd,27,7,95.3,111.8,0.1371,45.1,52.9,19.7,21.4,34.8,33.5,43.2,43.0,43.8,51.5,32.5,37.0,72.7,-16.5,No Seed,No Seed,2016,0.25925925925925924,0.7407407407407407,-16.5
192,Niagara,MAAC,32,7,92.8,107.3,0.1578,44.9,49.0,21.1,16.9,32.8,31.3,34.0,35.5,46.2,46.4,28.2,35.7,66.8,-19.4,No Seed,No Seed,2016,0.21875,0.78125,-14.5
193,Nicholls St.,Slnd,31,8,91.2,107.2,0.1355,47.1,50.8,22.0,18.2,25.0,34.5,40.4,39.7,47.7,49.3,30.9,35.9,69.8,-16.7,No Seed,No Seed,2016,0.25806451612903225,0.7419354838709677,-16.0
194,NJIT,ASun,34,19,100.7,104.6,0.3919,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,69.9,-8.8,No Seed,No Seed,2016,0.5588235294117647,0.4411764705882353,-3.8999999999999915
195,Norfolk St.,MEAC,32,15,103.4,112.0,0.2859,48.7,50.2,17.7,19.1,32.2,34.3,41.5,41.9,46.7,46.1,34.7,38.0,68.4,-11.0,No Seed,No Seed,2016,0.46875,0.53125,-8.599999999999994
196,North Carolina,ACC,40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30.0,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,2ND,1.0,2016,0.825,0.17500000000000004,28.39999999999999
197,North Carolina A&T,MEAC,31,10,95.1,114.3,0.1082,45.8,51.3,19.5,18.2,29.8,31.5,37.0,48.5,44.8,51.7,31.8,33.8,68.7,-16.8,No Seed,No Seed,2016,0.3225806451612903,0.6774193548387097,-19.200000000000003
198,North Carolina Central,MEAC,29,10,97.5,111.3,0.179,47.7,50.0,20.4,18.5,33.9,31.1,38.7,37.9,46.3,49.3,33.9,34.0,66.6,-15.6,No Seed,No Seed,2016,0.3448275862068966,0.6551724137931034,-13.799999999999997
199,North Carolina St.,ACC,33,16,113.6,102.9,0.7561,48.5,50.6,16.1,15.0,36.3,30.4,38.9,29.7,46.9,47.5,34.8,37.4,68.5,-4.0,No Seed,No Seed,2016,0.48484848484848486,0.5151515151515151,10.699999999999989
200,North Dakota,BSky,30,14,99.4,101.4,0.4438,50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,48.7,51.0,36.7,34.4,72.4,-10.5,No Seed,No Seed,2016,0.4666666666666667,0.5333333333333333,-2.0
201,North Dakota St.,Sum,31,18,100.1,99.8,0.5098,49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,49.1,47.2,34.1,32.4,65.4,-7.2,No Seed,No Seed,2016,0.5806451612903226,0.4193548387096774,0.29999999999999716
202,North Florida,ASun,31,19,113.5,113.1,0.5103,57.9,51.8,15.3,14.4,24.1,33.4,28.7,27.1,54.7,51.8,40.9,34.6,71.3,-5.1,No Seed,No Seed,2016,0.6129032258064516,0.3870967741935484,0.4000000000000057
203,North Texas,CUSA,30,10,100.5,111.4,0.2333,49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,49.8,52.7,32.2,36.2,70.7,-14.7,No Seed,No Seed,2016,0.3333333333333333,0.6666666666666667,-10.900000000000006
204,Northeastern,CAA,32,17,106.2,102.3,0.6055,51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,48.5,52.0,37.2,33.9,66.2,-7.0,No Seed,No Seed,2016,0.53125,0.46875,3.9000000000000057
205,Northern Arizona,BSky,28,3,92.6,112.9,0.0926,45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,42.3,53.9,33.4,39.9,71.2,-18.8,No Seed,No Seed,2016,0.10714285714285714,0.8928571428571429,-20.30000000000001
206,Northern Colorado,BSky,29,8,101.0,117.3,0.1513,50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,48.8,54.4,36.4,38.8,69.6,-16.0,No Seed,No Seed,2016,0.27586206896551724,0.7241379310344828,-16.299999999999997
207,Northern Illinois,MAC,30,17,100.5,100.8,0.4918,47.8,49.0,18.5,19.9,32.1,27.7,41.7,41.3,44.8,46.4,35.6,35.2,68.6,-6.7,No Seed,No Seed,2016,0.5666666666666667,0.43333333333333335,-0.29999999999999716
208,Northern Iowa,MVC,35,22,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,R32,11.0,2016,0.6285714285714286,0.37142857142857144,13.0
209,Northern Kentucky,Horz,28,7,99.4,107.8,0.2828,50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,48.6,47.9,35.3,36.8,68.2,-14.0,No Seed,No Seed,2016,0.25,0.75,-8.399999999999991
210,Northwestern,B10,32,20,109.8,99.2,0.7618,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35.0,51.6,43.4,35.8,34.5,64.5,-2.0,No Seed,No Seed,2016,0.625,0.375,10.599999999999994
211,Northwestern St.,Slnd,24,5,100.8,118.2,0.1378,50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,49.5,54.8,34.3,37.1,74.2,-14.4,No Seed,No Seed,2016,0.20833333333333334,0.7916666666666666,-17.400000000000006
212,Notre Dame,ACC,36,24,118.3,103.3,0.8269,54.0,49.5,15.3,14.8,32.7,32.1,32.9,26.0,52.9,46.5,37.4,36.9,65.5,2.3,E8,6.0,2016,0.6666666666666666,0.33333333333333337,15.0
213,Oakland,Horz,35,23,114.6,106.2,0.7053,53.1,49.6,15.2,16.5,31.2,29.5,41.8,32.1,49.3,48.1,39.8,34.9,74.5,-3.4,No Seed,No Seed,2016,0.6571428571428571,0.34285714285714286,8.399999999999991
214,Ohio,MAC,34,22,110.1,106.5,0.5952,54.2,49.6,16.9,14.5,24.9,25.8,37.4,33.5,52.3,47.1,38.2,36.4,70.7,-5.3,No Seed,No Seed,2016,0.6470588235294118,0.3529411764705882,3.5999999999999943
215,Ohio St.,B10,35,21,105.6,96.7,0.735,49.4,46.6,18.8,17.1,30.2,29.1,36.0,30.4,49.0,44.5,33.4,33.4,68.5,-1.1,No Seed,No Seed,2016,0.6,0.4,8.899999999999991
216,Oklahoma,B12,37,29,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33.0,28.3,48.2,45.3,42.2,33.7,70.8,8.0,F4,2.0,2016,0.7837837837837838,0.21621621621621623,24.10000000000001
217,Oklahoma St.,B12,32,10,105.7,97.0,0.7298,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,65.1,-6.7,No Seed,No Seed,2016,0.3125,0.6875,8.700000000000003
218,Old Dominion,CUSA,38,25,105.5,97.9,0.7012,47.9,45.5,14.4,17.2,36.6,27.1,31.0,35.8,48.7,44.4,30.1,31.5,62.2,-6.5,No Seed,No Seed,2016,0.6578947368421053,0.3421052631578947,7.599999999999994
219,Oral Roberts,Sum,29,12,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,No Seed,No Seed,2016,0.41379310344827586,0.5862068965517242,-0.5999999999999943
220,Oregon,P12,37,30,118.4,96.2,0.9163,52.3,48.9,16.1,20.2,34.1,30.5,40.3,32.0,52.6,46.1,34.4,36.2,69.0,6.7,E8,1.0,2016,0.8108108108108109,0.18918918918918914,22.200000000000003
221,Oregon St.,P12,31,18,109.9,98.1,0.788,49.8,49.5,16.6,19.5,29.0,32.2,36.8,39.3,46.9,50.0,37.4,32.4,68.0,0.3,R64,7.0,2016,0.5806451612903226,0.4193548387096774,11.800000000000011
222,Pacific,WCC,26,6,99.9,103.8,0.3924,49.0,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,67.6,-12.7,No Seed,No Seed,2016,0.23076923076923078,0.7692307692307692,-3.8999999999999915
223,Penn,Ivy,27,10,98.4,107.1,0.273,49.0,49.8,19.4,16.7,27.9,30.5,31.9,33.5,51.3,48.7,30.4,34.8,68.6,-10.9,No Seed,No Seed,2016,0.37037037037037035,0.6296296296296297,-8.699999999999989
224,Penn St.,B10,32,16,101.3,99.7,0.5465,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67.0,-4.8,No Seed,No Seed,2016,0.5,0.5,1.5999999999999943
